تاریخ,کد کالا,نام کالا,واحد,تعداد,قیمت واحد,بهای واحد,مبلغ کل,مشتری
1405/04/08,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,5,262434,210535,1312170,سوپر پروتئین سبز
1405/04/08,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,17,90089,70505,1531513,هایپر نیک
1405/04/08,SKU00050,صابون بسته ۶ عددی,بسته,13,117508,94006,1527604,بوفه دانشگاه
1405/04/09,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,2,4410000,3724000,8820000,فروشگاه سپیدار
1405/04/09,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,4,2597000,2058000,10388000,سوپر مارکت البرز
1405/04/09,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,4,181300,147000,725200,سوپرمارکت پارسیان
1405/04/09,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,5,445900,372400,2229500,مینی‌مارکت شبانه
1405/04/09,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,44,41160,34300,1811040,فروشگاه زنجیره‌ای مهر
1405/04/09,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,9,240100,191100,2160900,بقالی برادران احمدی
1405/04/09,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,6,509600,411600,3057600,بقالی برادران احمدی
1405/04/09,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,72,47040,37240,3386880,بوفه دانشگاه
1405/04/09,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,31,94080,76440,2916480,سوپر پروتئین سبز
1405/04/09,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,30,50960,41160,1528800,سوپرمارکت آفتاب
1405/04/09,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,7,105840,86240,740880,سوپر مارکت البرز
1405/04/09,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,11,164640,132300,1811040,سوپرمارکت آفتاب
1405/04/09,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,8,139160,112700,1113280,هایپر ستاره شهر
1405/04/09,SKU00039,عدس ۹۰۰ گرمی,عدد,8,119560,96040,956480,مینی‌مارکت نسیم
1405/04/09,SKU00040,نخود ۹۰۰ گرمی,عدد,3,127400,102900,382200,مینی‌مارکت شبانه
1405/04/09,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,20,107800,86240,2156000,فروشگاه گلستان
1405/04/09,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,18,50960,41160,917280,سوپرمارکت آفتاب
1405/04/09,SKU00043,ماست دبه ۲ کیلویی,عدد,13,200900,161700,2611700,فروشگاه یاس
1405/04/09,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,13,115640,93100,1503320,فروشگاه یاس
1405/04/09,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,9,215600,171500,1940400,سوپرمارکت آفتاب
1405/04/09,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,4,460600,377300,1842400,سوپر مارکت البرز
1405/04/09,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,12,83300,66640,999600,فروشگاه رفاه محلی
1405/04/09,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,2,262640,210700,525280,تعاونی مصرف کارکنان
1405/04/09,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,14,90160,70560,1262240,فروشگاه گلستان
1405/04/09,SKU00050,صابون بسته ۶ عددی,بسته,6,117600,94080,705600,فروشگاه سپیدار
1405/04/10,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,1,4413462,3726923,4413462,سوپرمارکت پارسیان
1405/04/10,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,5,2599038,2059615,12995190,سوپرمارکت پارسیان
1405/04/10,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,41,181442,147115,7439122,فروشگاه یاس
1405/04/10,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,6,446250,372692,2677500,هایپر نیک
1405/04/10,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,23,41192,34327,947416,سوپر پروتئین سبز
1405/04/10,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,10,240288,191250,2402880,فروشگاه گلستان
1405/04/10,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,3,510000,411923,1530000,سوپر مارکت البرز
1405/04/10,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,15,47077,37269,706155,هایپر ستاره شهر
1405/04/10,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,21,94154,76500,1977234,سوپرمارکت آفتاب
1405/04/10,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,20,51000,41192,1020000,مینی‌مارکت نسیم
1405/04/10,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,14,105923,86308,1482922,بوفه دانشگاه
1405/04/10,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,21,164769,132404,3460149,کافه رستوران ونک
1405/04/10,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,9,139269,112788,1253421,هایپر ستاره شهر
1405/04/10,SKU00039,عدس ۹۰۰ گرمی,عدد,9,119654,96115,1076886,تعاونی مصرف کارکنان
1405/04/10,SKU00040,نخود ۹۰۰ گرمی,عدد,6,127500,102981,765000,سوپر پروتئین سبز
1405/04/10,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,40,107885,86308,4315400,فروشگاه امید
1405/04/10,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,18,51000,41192,918000,سوپرمارکت آفتاب
1405/04/10,SKU00043,ماست دبه ۲ کیلویی,عدد,19,201058,161827,3820102,فروشگاه رفاه محلی
1405/04/10,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,10,115731,93173,1157310,فروشگاه سپیدار
1405/04/10,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,9,215769,171635,1941921,فروشگاه گلستان
1405/04/10,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,7,460962,377596,3226734,فروشگاه رفاه محلی
1405/04/10,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,15,83365,66692,1250475,فروشگاه امید
1405/04/10,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,6,262846,210865,1577076,سوپر مارکت البرز
1405/04/10,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,20,90231,70615,1804620,هایپر نیک
1405/04/10,SKU00050,صابون بسته ۶ عددی,بسته,11,117692,94154,1294612,فروشگاه زنجیره‌ای مهر
1405/04/11,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,3,4416923,3729846,13250769,کافه رستوران ونک
1405/04/11,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,2,2601077,2061231,5202154,بقالی برادران احمدی
1405/04/11,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,49,181585,147231,8897665,هایپر نیک
1405/04/11,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,11,446600,372985,4912600,بقالی برادران احمدی
1405/04/11,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,39,41225,34354,1607775,سوپرمارکت آفتاب
1405/04/11,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,13,240477,191400,3126201,فروشگاه یاس
1405/04/11,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,11,510400,412246,5614400,سوپر پروتئین سبز
1405/04/11,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,57,47114,37298,2685498,فروشگاه یاس
1405/04/11,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,31,94228,76560,2921068,هایپر نیک
1405/04/11,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,39,51040,41225,1990560,کافه رستوران ونک
1405/04/11,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,18,106006,86375,1908108,کافه رستوران ونک
1405/04/11,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,21,164898,132508,3462858,سوپر مارکت البرز
1405/04/11,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,15,139378,112877,2090670,فروشگاه یاس
1405/04/11,SKU00039,عدس ۹۰۰ گرمی,عدد,8,119748,96191,957984,فروشگاه زنجیره‌ای مهر
1405/04/11,SKU00040,نخود ۹۰۰ گرمی,عدد,7,127600,103062,893200,فروشگاه زنجیره‌ای مهر
1405/04/11,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,13,107969,86375,1403597,فروشگاه یاس
1405/04/11,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,57,51040,41225,2909280,مینی‌مارکت نسیم
1405/04/11,SKU00043,ماست دبه ۲ کیلویی,عدد,20,201215,161954,4024300,فروشگاه امید
1405/04/11,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,12,115822,93246,1389864,هایپر نیک
1405/04/11,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,21,215938,171769,4534698,فروشگاه یاس
1405/04/11,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,10,461323,377892,4613230,فروشگاه رفاه محلی
1405/04/11,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,10,83431,66745,834310,تعاونی مصرف کارکنان
1405/04/11,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,6,263052,211031,1578312,سوپرمارکت پارسیان
1405/04/11,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,20,90302,70671,1806040,بوفه دانشگاه
1405/04/11,SKU00050,صابون بسته ۶ عددی,بسته,23,117785,94228,2709055,بوفه دانشگاه
1405/04/12,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,1,4420385,3732769,4420385,فروشگاه سپیدار
1405/04/12,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,3,2603115,2062846,7809345,فروشگاه رفاه محلی
1405/04/12,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,22,181727,147346,3997994,فروشگاه زنجیره‌ای مهر
1405/04/12,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,5,446950,373277,2234750,سوپرمارکت آفتاب
1405/04/12,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,27,41257,34381,1113939,بوفه دانشگاه
1405/04/12,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,7,240665,191550,1684655,هایپر ستاره شهر
1405/04/12,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,3,510800,412569,1532400,کافه رستوران ونک
1405/04/12,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,41,47151,37328,1933191,فروشگاه زنجیره‌ای مهر
1405/04/12,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,13,94302,76620,1225926,مینی‌مارکت نسیم
1405/04/12,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,22,51080,41257,1123760,فروشگاه رفاه محلی
1405/04/12,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,4,106089,86443,424356,سوپرمارکت آفتاب
1405/04/12,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,10,165028,132612,1650280,بقالی برادران احمدی
1405/04/12,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,8,139488,112965,1115904,هایپر نیک
1405/04/12,SKU00039,عدس ۹۰۰ گرمی,عدد,4,119842,96266,479368,هایپر نیک
1405/04/12,SKU00040,نخود ۹۰۰ گرمی,عدد,2,127700,103142,255400,سوپرمارکت آفتاب
1405/04/12,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,17,108054,86443,1836918,کافه رستوران ونک
1405/04/12,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,17,51080,41257,868360,فروشگاه امید
1405/04/12,SKU00043,ماست دبه ۲ کیلویی,عدد,10,201373,162081,2013730,تعاونی مصرف کارکنان
1405/04/12,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,3,115912,93319,347736,فروشگاه رفاه محلی
1405/04/12,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,5,216108,171904,1080540,کافه رستوران ونک
1405/04/12,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,5,461685,378188,2308425,فروشگاه رفاه محلی
1405/04/12,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,12,83496,66797,1001952,فروشگاه زنجیره‌ای مهر
1405/04/12,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,3,263258,211196,789774,فروشگاه سپیدار
1405/04/12,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,3,90372,70726,271116,مینی‌مارکت نسیم
1405/04/12,SKU00050,صابون بسته ۶ عددی,بسته,4,117877,94302,471508,بقالی برادران احمدی
1405/04/13,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,2,4423846,3735692,8847692,سوپر پروتئین سبز
1405/04/13,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,4,2605154,2064462,10420616,فروشگاه رفاه محلی
1405/04/13,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,33,181869,147462,6001677,هایپر نیک
1405/04/13,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,7,447300,373569,3131100,فروشگاه زنجیره‌ای مهر
1405/04/13,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,22,41289,34408,908358,سوپرمارکت آفتاب
1405/04/13,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,11,240854,191700,2649394,سوپرمارکت پارسیان
1405/04/13,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,5,511200,412892,2556000,سوپرمارکت آفتاب
1405/04/13,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,77,47188,37357,3633476,کافه رستوران ونک
1405/04/13,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,20,94375,76680,1887500,سوپر مارکت البرز
1405/04/13,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,22,51120,41289,1124640,فروشگاه رفاه محلی
1405/04/13,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,13,106172,86511,1380236,سوپرمارکت آفتاب
1405/04/13,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,20,165157,132715,3303140,مینی‌مارکت شبانه
1405/04/13,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,14,139597,113054,1954358,مینی‌مارکت نسیم
1405/04/13,SKU00039,عدس ۹۰۰ گرمی,عدد,9,119935,96342,1079415,فروشگاه سپیدار
1405/04/13,SKU00040,نخود ۹۰۰ گرمی,عدد,6,127800,103223,766800,هایپر نیک
1405/04/13,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,33,108138,86511,3568554,فروشگاه امید
1405/04/13,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,27,51120,41289,1380240,مینی‌مارکت نسیم
1405/04/13,SKU00043,ماست دبه ۲ کیلویی,عدد,18,201531,162208,3627558,هایپر نیک
1405/04/13,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,11,116003,93392,1276033,سوپر پروتئین سبز
1405/04/13,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,14,216277,172038,3027878,فروشگاه سپیدار
1405/04/13,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,8,462046,378485,3696368,فروشگاه یاس
1405/04/13,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,22,83562,66849,1838364,مینی‌مارکت نسیم
1405/04/13,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,5,263465,211362,1317325,مینی‌مارکت شبانه
1405/04/13,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,13,90443,70782,1175759,بوفه دانشگاه
1405/04/13,SKU00050,صابون بسته ۶ عددی,بسته,8,117969,94375,943752,سوپر پروتئین سبز
1405/04/14,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,1,4427308,3738615,4427308,سوپر مارکت البرز
1405/04/14,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,1,2607192,2066077,2607192,بوفه دانشگاه
1405/04/14,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,13,182012,147577,2366156,سوپر مارکت البرز
1405/04/14,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,8,447650,373862,3581200,بوفه دانشگاه
1405/04/14,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,19,41322,34435,785118,هایپر نیک
1405/04/14,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,9,241042,191850,2169378,هایپر نیک
1405/04/14,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,5,511600,413215,2558000,هایپر نیک
1405/04/14,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,38,47225,37386,1794550,سوپرمارکت آفتاب
1405/04/14,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,15,94449,76740,1416735,فروشگاه رفاه محلی
1405/04/14,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,22,51160,41322,1125520,تعاونی مصرف کارکنان
1405/04/14,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,8,106255,86578,850040,فروشگاه زنجیره‌ای مهر
1405/04/14,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,28,165286,132819,4628008,سوپر پروتئین سبز
1405/04/14,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,12,139706,113142,1676472,سوپرمارکت پارسیان
1405/04/14,SKU00039,عدس ۹۰۰ گرمی,عدد,4,120029,96417,480116,بوفه دانشگاه
1405/04/14,SKU00040,نخود ۹۰۰ گرمی,عدد,2,127900,103304,255800,سوپرمارکت پارسیان
1405/04/14,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,20,108223,86578,2164460,فروشگاه سپیدار
1405/04/14,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,24,51160,41322,1227840,سوپر مارکت البرز
1405/04/14,SKU00043,ماست دبه ۲ کیلویی,عدد,20,201688,162335,4033760,مینی‌مارکت شبانه
1405/04/14,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,13,116094,93465,1509222,فروشگاه امید
1405/04/14,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,10,216446,172173,2164460,فروشگاه رفاه محلی
1405/04/14,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,4,462408,378781,1849632,سوپرمارکت آفتاب
1405/04/14,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,34,83627,66902,2843318,فروشگاه امید
1405/04/14,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,7,263671,211527,1845697,کافه رستوران ونک
1405/04/14,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,10,90514,70837,905140,فروشگاه امید
1405/04/14,SKU00050,صابون بسته ۶ عددی,بسته,9,118062,94449,1062558,فروشگاه گلستان
1405/04/15,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,3,4430769,3741538,13292307,تعاونی مصرف کارکنان
1405/04/15,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,3,2609231,2067692,7827693,مینی‌مارکت شبانه
1405/04/15,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,32,182154,147692,5828928,فروشگاه امید
1405/04/15,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,6,448000,374154,2688000,فروشگاه رفاه محلی
1405/04/15,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,20,41354,34462,827080,سوپرمارکت پارسیان
1405/04/15,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,9,241231,192000,2171079,تعاونی مصرف کارکنان
1405/04/15,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,5,512000,413538,2560000,فروشگاه یاس
1405/04/15,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,53,47262,37415,2504886,کافه رستوران ونک
1405/04/15,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,29,94523,76800,2741167,بقالی برادران احمدی
1405/04/15,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,13,51200,41354,665600,فروشگاه گلستان
1405/04/15,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,9,106338,86646,957042,سوپر پروتئین سبز
1405/04/15,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,11,165415,132923,1819565,سوپر پروتئین سبز
1405/04/15,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,9,139815,113231,1258335,مینی‌مارکت نسیم
1405/04/15,SKU00039,عدس ۹۰۰ گرمی,عدد,2,120123,96492,240246,فروشگاه گلستان
1405/04/15,SKU00040,نخود ۹۰۰ گرمی,عدد,7,128000,103385,896000,مینی‌مارکت شبانه
1405/04/15,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,18,108308,86646,1949544,سوپر پروتئین سبز
1405/04/15,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,28,51200,41354,1433600,کافه رستوران ونک
1405/04/15,SKU00043,ماست دبه ۲ کیلویی,عدد,16,201846,162462,3229536,سوپرمارکت آفتاب
1405/04/15,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,12,116185,93538,1394220,فروشگاه زنجیره‌ای مهر
1405/04/15,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,14,216615,172308,3032610,فروشگاه رفاه محلی
1405/04/15,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,5,462769,379077,2313845,سوپر پروتئین سبز
1405/04/15,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,19,83692,66954,1590148,فروشگاه زنجیره‌ای مهر
1405/04/15,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,6,263877,211692,1583262,فروشگاه زنجیره‌ای مهر
1405/04/15,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,9,90585,70892,815265,بوفه دانشگاه
1405/04/15,SKU00050,صابون بسته ۶ عددی,بسته,13,118154,94523,1536002,کافه رستوران ونک
1405/04/16,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,3,4434231,3744462,13302693,هایپر نیک
1405/04/16,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,5,2611269,2069308,13056345,فروشگاه گلستان
1405/04/16,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,30,182296,147808,5468880,هایپر ستاره شهر
1405/04/16,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,7,448350,374446,3138450,سوپرمارکت آفتاب
1405/04/16,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,30,41386,34488,1241580,مینی‌مارکت شبانه
1405/04/16,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,13,241419,192150,3138447,هایپر ستاره شهر
1405/04/16,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,4,512400,413862,2049600,فروشگاه رفاه محلی
1405/04/16,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,38,47298,37445,1797324,سوپرمارکت پارسیان
1405/04/16,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,28,94597,76860,2648716,سوپر پروتئین سبز
1405/04/16,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,33,51240,41386,1690920,مینی‌مارکت نسیم
1405/04/16,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,11,106422,86714,1170642,هایپر ستاره شهر
1405/04/16,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,3,165545,133027,496635,فروشگاه امید
1405/04/16,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,11,139925,113319,1539175,فروشگاه امید
1405/04/16,SKU00039,عدس ۹۰۰ گرمی,عدد,12,120217,96568,1442604,فروشگاه امید
1405/04/16,SKU00040,نخود ۹۰۰ گرمی,عدد,6,128100,103465,768600,مینی‌مارکت شبانه
1405/04/16,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,20,108392,86714,2167840,فروشگاه زنجیره‌ای مهر
1405/04/16,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,35,51240,41386,1793400,سوپر مارکت البرز
1405/04/16,SKU00043,ماست دبه ۲ کیلویی,عدد,23,202004,162588,4646092,سوپرمارکت آفتاب
1405/04/16,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,14,116275,93612,1627850,فروشگاه سپیدار
1405/04/16,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,12,216785,172442,2601420,هایپر ستاره شهر
1405/04/16,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,6,463131,379373,2778786,هایپر ستاره شهر
1405/04/16,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,22,83758,67006,1842676,کافه رستوران ونک
1405/04/16,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,3,264083,211858,792249,بقالی برادران احمدی
1405/04/16,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,7,90655,70948,634585,فروشگاه امید
1405/04/16,SKU00050,صابون بسته ۶ عددی,بسته,10,118246,94597,1182460,بوفه دانشگاه
1405/04/17,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,2,4437692,3747385,8875384,فروشگاه گلستان
1405/04/17,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,3,2613308,2070923,7839924,بوفه دانشگاه
1405/04/17,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,21,182438,147923,3831198,مینی‌مارکت شبانه
1405/04/17,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,4,448700,374738,1794800,سوپرمارکت پارسیان
1405/04/17,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,48,41418,34515,1988064,کافه رستوران ونک
1405/04/17,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,14,241608,192300,3382512,سوپرمارکت پارسیان
1405/04/17,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,7,512800,414185,3589600,مینی‌مارکت شبانه
1405/04/17,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,61,47335,37474,2887435,سوپر مارکت البرز
1405/04/17,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,21,94671,76920,1988091,فروشگاه سپیدار
1405/04/17,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,15,51280,41418,769200,کافه رستوران ونک
1405/04/17,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,15,106505,86782,1597575,کافه رستوران ونک
1405/04/17,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,17,165674,133131,2816458,مینی‌مارکت نسیم
1405/04/17,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,11,140034,113408,1540374,مینی‌مارکت شبانه
1405/04/17,SKU00039,عدس ۹۰۰ گرمی,عدد,14,120311,96643,1684354,فروشگاه امید
1405/04/17,SKU00040,نخود ۹۰۰ گرمی,عدد,6,128200,103546,769200,هایپر نیک
1405/04/17,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,23,108477,86782,2494971,فروشگاه امید
1405/04/17,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,42,51280,41418,2153760,سوپرمارکت آفتاب
1405/04/17,SKU00043,ماست دبه ۲ کیلویی,عدد,13,202162,162715,2628106,بوفه دانشگاه
1405/04/17,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,15,116366,93685,1745490,فروشگاه رفاه محلی
1405/04/17,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,15,216954,172577,3254310,سوپرمارکت پارسیان
1405/04/17,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,4,463492,379669,1853968,فروشگاه یاس
